,cds,ccode,enroll_12,num_act,act_pass_21,num_sat_12,sat_pass_12,enroll_11,num_sat_11,sat_pass_11,act_pt_r,act_ps_r,sat_pt_r_12,sat_ps_r_12,sat_pt_r_11,sat_ps_r_11,sat_pt_r,sat_ps_r
26,19647330111492,19.0,131.0,164.0,18,121.0,26.0,136.0,129.0,29.0,0.6259541984732825,0.13740458015267176,0.9236641221374046,0.21487603305785125,0.9485294117647058,0.2248062015503876,0.9363295880149812,0.20599250936329588
27,19647330117598,19.0,105.0,143.0,4,85.0,5.0,135.0,66.0,11.0,0.680952380952381,0.0380952380952381,0.8095238095238095,0.058823529411764705,0.4888888888888889,0.16666666666666666,0.6291666666666667,0.06666666666666667
28,19647330124891,19.0,131.0,147.0,12,127.0,15.0,124.0,115.0,21.0,0.5610687022900763,0.0916030534351145,0.9694656488549618,0.11811023622047244,0.9274193548387096,0.1826086956521739,0.9490196078431372,0.1411764705882353
29,19647330123141,19.0,59.0,110.0,24,57.0,17.0,111.0,108.0,29.0,0.9322033898305084,0.4067796610169492,0.9661016949152542,0.2982456140350877,0.972972972972973,0.26851851851851855,0.9705882352941176,0.27058823529411763
30,19647330121293,19.0,89.0,89.0,10,18.0,5.0,82.0,42.0,6.0,0.5,0.11235955056179775,0.20224719101123595,0.2777777777777778,0.5121951219512195,0.14285714285714285,0.3508771929824561,0.06432748538011696
31,36676523630225,36.0,634.0,56.0,34,231.0,101.0,651.0,246.0,150.0,0.04416403785488959,0.05362776025236593,0.3643533123028391,0.43722943722943725,0.3778801843317972,0.6097560975609756,0.37120622568093387,0.1953307392996109
32,03739810330753,3.0,154.0,17.0,16,26.0,18.0,185.0,35.0,30.0,0.05519480519480519,0.1038961038961039,0.16883116883116883,0.6923076923076923,0.1891891891891892,0.8571428571428571,0.17994100294985252,0.1415929203539823
33,01751010130583,1.0,654.0,280.0,258,259.0,217.0,623.0,414.0,387.0,0.21406727828746178,0.3944954128440367,0.39602446483180426,0.8378378378378378,0.6645264847512039,0.9347826086956522,0.5270164447924823,0.4729835552075176
34,28662660121087,28.0,412.0,41.0,31,148.0,77.0,385.0,175.0,82.0,0.04975728155339806,0.07524271844660194,0.3592233009708738,0.5202702702702703,0.45454545454545453,0.4685714285714286,0.40526976160602257,0.19949811794228356
35,01611760130062,1.0,538.0,136.0,126,203.0,174.0,578.0,327.0,302.0,0.12639405204460966,0.2342007434944238,0.37732342007434944,0.8571428571428571,0.5657439446366782,0.9235474006116208,0.47491039426523296,0.4265232974910394
36,30664313030228,30.0,722.0,66.0,23,137.0,48.0,804.0,102.0,53.0,0.045706371191135735,0.03185595567867036,0.18975069252077562,0.35036496350364965,0.12686567164179105,0.5196078431372549,0.1566186107470511,0.06618610747051114
37,49706074930400,49.0,262.0,33.0,27,93.0,64.0,260.0,84.0,58.0,0.06297709923664122,0.10305343511450382,0.3549618320610687,0.6881720430107527,0.3230769230769231,0.6904761904761905,0.3390804597701149,0.23371647509578544
38,19645681996131,19.0,224.0,21.0,18,92.0,78.0,254.0,103.0,91.0,0.046875,0.08035714285714286,0.4107142857142857,0.8478260869565217,0.40551181102362205,0.883495145631068,0.40794979079497906,0.35355648535564854
39,43694274332995,43.0,450.0,26.0,17,140.0,78.0,455.0,333.0,108.0,0.028888888888888888,0.03777777777777778,0.3111111111111111,0.5571428571428572,0.7318681318681318,0.32432432432432434,0.5226519337016574,0.20552486187845304
40,48705404830170,48.0,423.0,52.0,37,173.0,87.0,487.0,172.0,140.0,0.061465721040189124,0.08747044917257683,0.408983451536643,0.5028901734104047,0.3531827515400411,0.813953488372093,0.3791208791208791,0.24945054945054945
41,19647330124883,19.0,128.0,35.0,6,52.0,7.0,115.0,60.0,4.0,0.13671875,0.046875,0.40625,0.1346153846153846,0.5217391304347826,0.06666666666666667,0.4609053497942387,0.04526748971193416
42,19646341996586,19.0,145.0,99.0,22,68.0,29.0,163.0,122.0,36.0,0.3413793103448276,0.15172413793103448,0.4689655172413793,0.4264705882352941,0.7484662576687117,0.29508196721311475,0.6168831168831169,0.21103896103896103
